Entity,Code,Year,Meat,GDP,Population
Ecuador,ECU,1998,31.95484352,8826.386719,12199692
Egypt,EGY,1998,20.81269836,7138.212402,68446008
El Salvador,SLV,1998,17.45796394,6465.164063,5885085
Estonia,EST,1998,60.72835159,16332.82031,1411151
Eswatini,SWZ,1998,30.05339241,5464.121094,1005162
Ethiopia,ETH,1998,7.012711525,691.2163696,63136492
Fiji,FJI,1998,41.00361252,9075.108398,813964
Finland,FIN,1998,66.58481598,36293.39063,5153548
France,FRA,1998,102.2644272,37413.4375,58080344
Gabon,GAB,1998,50.75686646,19465.24609,1209839
Gambia,GMB,1998,5.766336441,2152.681885,1356198
Georgia,GEO,1998,28.63815498,4511.48877,4518407
Germany,DEU,1998,87.87832642,41022.61328,81524384
Ghana,GHA,1998,9.397010803,2723.29541,18714708
Greece,GRC,1998,75.28482819,27415.74414,10939474
Grenada,GRD,1998,52.56755829,10440.33887,106214
Guatemala,GTM,1998,21.88421059,6338.337891,11184035
Guinea,GIN,1998,6.07854414,1679.691895,7992557
Guinea-Bissau,GNB,1998,15.65796852,1683.250244,1184074
Guyana,GUY,1998,29.21539307,7585.436523,756705
Haiti,HTI,1998,12.60940361,2941.814941,8060901
Honduras,HND,1998,20.87095451,4077.550293,6308539
Hong Kong,HKG,1998,121.341362,33517.19141,6546051
Hungary,HUN,1998,80.87666321,17931.35742,10260965
Iceland,ISL,1998,73.18721008,39017.4375,274292
India,IND,1998,4.013259888,2364.408691,1021434560
Indonesia,IDN,1998,8.387055397,5531.303223,207855488
Iran,IRN,1998,24.88888741,9669.400391,63461424
Iraq,IRQ,1998,4.666841507,7112.428711,23053490
Ireland,IRL,1998,96.18765259,40684.89453,3678670
Israel,ISR,1998,68.9947052,27970.64453,5869504
Italy,ITA,1998,88.50696564,40844.74609,56938736
Jamaica,JAM,1998,52.97471619,9328.115234,2576569
Japan,JPN,1998,41.73351288,35588.625,126308392
Jordan,JOR,1998,28.86896133,8403.646484,4844416
Kazakhstan,KAZ,1998,39.19377518,8998.901367,15474257
Kenya,KEN,1998,12.74465179,3274.127686,29137380
Kiribati,KIR,1998,26.82753372,2160.206543,85817
Kuwait,KWT,1998,71.17945099,59725.79688,1819553
Kyrgyzstan,KGZ,1998,41.12739182,2893.41748,4810415
Laos,LAO,1998,14.39610958,2608.043701,5246922
Latvia,LVA,1998,35.78961182,11753.7998,2462333
Lebanon,LBN,1998,41.87675476,14822.29688,4178786
Lesotho,LSO,1998,14.26570129,1643.321167,1985651
Lithuania,LTU,1998,51.67604446,13317.9082,3665514
Macao,MAC,1998,78.14950562,51609.88281,418782
Madagascar,MDG,1998,18.077034,1571.629395,15250936
Malawi,MWI,1998,5.222062111,1137.809937,10732462
Malaysia,MYS,1998,50.1289711,14448.74121,21810542
Maldives,MDV,1998,13.65411854,12609.40234,273806
Mali,MLI,1998,18.30743599,1628.014282,10620471
Malta,MLT,1998,75.0246048,22201.57422,392487
Mauritania,MRT,1998,26.927948,4520.623535,2550504
Mauritius,MUS,1998,32.33963776,10953.67676,1194879
Mexico,MEX,1998,50.92838287,16954.33008,94767288
Moldova,MDA,1998,21.88976097,5124.35498,4353535
Mongolia,MNG,1998,106.9151154,4415.929199,2405156
Morocco,MAR,1998,19.54271889,4349.379395,27791828
Mozambique,MOZ,1998,11.57837772,587.8637085,16923202
Myanmar,MMR,1998,7.936767578,796.9230347,44516188
Namibia,NAM,1998,18.07245827,6592.160645,1735959
Nepal,NPL,1998,9.915234566,1945.45105,23703330
Netherlands,NLD,1998,95.1005249,43933.56641,15722601
New Zealand,NZL,1998,99.36436462,30599.32227,3810047
Nicaragua,NIC,1998,13.29095936,3676.933838,4974551
Niger,NER,1998,19.58780479,1016.669312,10854919
Nigeria,NGA,1998,9.002152443,2962.89209,116690528
North America,,1998,92.24491882,45797.53906,473719801
North Macedonia,MKD,1998,32.22517395,9460.996094,2012844
Norway,NOR,1998,59.35992813,54989.70313,4431672
Oman,OMN,1998,42.10190964,36412.4375,2279727
Pakistan,PAK,1998,11.82800579,3169.890137,145476112
Panama,PAN,1998,60.68793869,14142.62598,2885179
Paraguay,PRY,1998,75.58115387,9226.506836,4923454
Peru,PER,1998,15.57135677,6354.433105,25818228
Philippines,PHL,1998,26.52053642,4312.152344,74491928
Poland,POL,1998,69.31614685,14701.34277,38379992
Portugal,PRT,1998,84.06362915,28525.51758,10179419
Romania,ROU,1998,54.21118927,11829.41016,22161240
Russia,RUS,1998,47.2035675,12358.15234,147672720
Rwanda,RWA,1998,4.757482529,874.1889038,7914653
Saint Kitts and Nevis,KNA,1998,74.33938599,18060.01367,44256
Saint Lucia,LCA,1998,89.1765976,12952.61816,156872
Saint Vincent and the Grenadines,VCT,1998,67.09991455,8281.057617,114177
Samoa,WSM,1998,66.71208954,4446.226074,180392
Saudi Arabia,SAU,1998,48.36515808,43111.08203,20472576
Senegal,SEN,1998,11.29840851,2463.460938,9261531
Sierra Leone,SLE,1998,4.783534527,1058.68396,4449981
Slovakia,SVK,1998,66.39123535,15497.14941,5371086
Slovenia,SVN,1998,86.06993103,24151.53906,1988287
Solomon Islands,SLB,1998,8.06548214,2790.237793,408151
South Africa,ZAF,1998,35.29930496,10645.2373,45852172
South Korea,KOR,1998,38.49236679,19184.22461,46250260
Spain,ESP,1998,115.4200516,31876.43945,40362356
Sri Lanka,LKA,1998,5.033090115,5443.483887,18560806
Suriname,SUR,1998,40.53871155,13294.67578,461754
Sweden,SWE,1998,69.24299622,37286.09375,8828629
Switzerland,CHE,1998,73.83065796,56724.50391,7108225
Tajikistan,TJK,1998,8.439795494,1216.431885,6156815
Tanzania,TZA,1998,9.401772499,1349.205933,32626500
Thailand,THA,1998,27.22508621,9180.019531,61745216
Togo,TGO,1998,7.880472183,1777.76416,4728298
Trinidad and Tobago,TTO,1998,33.42443085,14732.27539,1322582
Tunisia,TUN,1998,23.44155502,7188.337891,9677147
Turkey,TUR,1998,20.14288139,15384.55371,62242200
Turkmenistan,TKM,1998,30.31256294,3849.210938,4431523
Uganda,UGA,1998,11.12900162,1200.446045,22537658
Ukraine,UKR,1998,32.19655609,6956.398926,49745868
United Arab Emirates,ARE,1998,78.66933441,100100.4375,2921135
United Kingdom,GBR,1998,76.63087463,36699.51953,58438320
United States,USA,1998,121.6595306,47004.61328,275835008
Uruguay,URY,1998,87.94529724,15191.04785,3262676
Uzbekistan,UZB,1998,28.05668068,2808.460938,24256774
Vanuatu,VUT,1998,35.26257324,2999.906982,183102
Vietnam,VNM,1998,21.0831356,2701.770508,77128424
World,OWID_WRL,1998,35.58966064,10516.0752,5987312640
Zambia,ZMB,1998,13.41453266,1933.003784,9372432
Zimbabwe,ZWE,1998,11.02535343,4579.582031,11548365
