Entity,Code,Year,Meat,GDP,Population
Iceland,ISL,2013,83.60040283,50168.6875,324036
India,IND,2013,3.759999752,4818.522461,1291132032
Indonesia,IDN,2013,11.54998589,9457.018555,253275920
Iran,IRN,2013,36.7600174,12625.08789,78458928
Iraq,IRQ,2013,16.54514313,10170.21973,35481804
Ireland,IRL,2013,86.35601044,53435.64063,4588830
Israel,ISR,2013,95.84205627,36423.19141,7726675
Italy,ITA,2013,84.86541748,40268.11328,60312600
Jamaica,JAM,2013,60.10609436,9427.678711,2773134
Japan,JPN,2013,48.1299324,39569.63672,127678920
Jordan,JOR,2013,40.25003815,10414.9209,7694818
Kazakhstan,KAZ,2013,64.72955322,23720.81641,17345734
Kenya,KEN,2013,14.44000435,3888.569092,44792368
Kiribati,KIR,2013,27.28855133,2034.136963,113316
Kuwait,KWT,2013,76.90167236,58995.37109,3646520
Kyrgyzstan,KGZ,2013,34.63811493,4631.40332,5719561
Laos,LAO,2013,21.23901939,5841.881836,6600736
Latvia,LVA,2013,61.21078873,24715.7207,2031491
Lebanon,LBN,2013,31.28991699,17537.83984,5678859
Lesotho,LSO,2013,21.85508537,2614.143066,2073948
Liberia,LBR,2013,15.61876106,1704.878662,4427319
Libya,LBY,2013,31.57825089,16160.11035,5985228
Lithuania,LTU,2013,77.85805511,28589.02734,3028191
Luxembourg,LUX,2013,85.9930954,113050.6641,543068
Macao,MAC,2013,99.61647034,161971.4688,593382
Madagascar,MDG,2013,13.78984356,1531.778564,23588078
Malawi,MWI,2013,13.18976021,1418.074341,16024775
Malaysia,MYS,2013,55.05014038,22855.94922,30134806
Maldives,MDV,2013,20.70030212,17133.09961,400741
Mali,MLI,2013,23.33020782,1995.159302,17004038
Malta,MLT,2013,78.44221497,35287.48828,437531
Mauritania,MRT,2013,31.37591362,4846.712402,3742965
Mauritius,MUS,2013,52.50083923,18579.375,1290698
Mexico,MEX,2013,65.28990936,18600.37109,117290680
Moldova,MDA,2013,34.91355515,9817.295898,3416532
Mongolia,MNG,2013,81.18611145,10371.28906,2845160
Montenegro,MNE,2013,73.89962769,17381.72266,633951
Morocco,MAR,2013,33.49029541,6827.852539,33803528
Mozambique,MOZ,2013,7.620073795,1165.408203,25251738
Myanmar,MMR,2013,46.05958939,3330.469238,50648336
Namibia,NAM,2013,26.47585297,9990.746094,2204517
Nepal,NPL,2013,12.6000967,3033.780762,27381558
Netherlands,NLD,2013,84.07601929,51640.07813,16867352
New Zealand,NZL,2013,90.74965668,39599.1875,4450641
Nicaragua,NIC,2013,26.76795959,5263.409668,6119377
Niger,NER,2013,9.249855995,1098.643799,18653204
Nigeria,NGA,2013,8.160009384,5329.121582,174726128
North America,,2013,92.08140564,55268.98047,560056144
North Macedonia,MKD,2013,35.12571716,14108.8916,2102220
Norway,NOR,2013,69.66368866,61878.97656,5080667
Oman,OMN,2013,54.81283951,36831.07422,3816688
Pakistan,PAK,2013,15.48001575,4069.267578,205337552
Panama,PAN,2013,64.50248718,26480.5625,3821557
Papua New Guinea,PNG,2013,66.58667755,3513.023193,8245634
Paraguay,PRY,2013,35.12852859,11209.13184,6005656
Peru,PER,2013,44.47002029,11724.00391,30038810
Philippines,PHL,2013,34.30015564,6666.250488,99700112
Poland,POL,2013,79.17990875,25759.33984,38607352
Portugal,PRT,2013,89.78978729,30042.89063,10464537
Romania,ROU,2013,53.23226929,22197.02344,20066550
Russia,RUS,2013,73.01755524,26332.39648,143956864
Rwanda,RWA,2013,8.330355644,1718.935791,11101352
Saint Kitts and Nevis,KNA,2013,76.43856812,22707.08203,47793
Saint Lucia,LCA,2013,86.1595993,14133.48438,173992
Saint Vincent and the Grenadines,VCT,2013,90.92364502,11729.56445,107469
Samoa,WSM,2013,98.59867096,5831.095703,199952
Sao Tome and Principe,STP,2013,14.894104,3558.436523,193765
Saudi Arabia,SAU,2013,60.23457336,47848.375,31482502
Senegal,SEN,2013,15.60951424,2777.111816,13595571
Serbia,SRB,2013,56.75317383,15399.78906,7566674
Seychelles,SYC,2013,47.7959671,24228.87891,96730
Sierra Leone,SLE,2013,10.64003944,1942.880005,6964867
Slovakia,SVK,2013,51.21263504,26623.34961,5414744
Slovenia,SVN,2013,71.34577179,32234.02539,2072374
Solomon Islands,SLB,2013,12.6327219,2594.46167,582369
South Africa,ZAF,2013,62.66985321,14066.10254,53873608
South Korea,KOR,2013,62.66034698,37021.13281,50098228
Spain,ESP,2013,93.57291412,35371.73828,46603460
Sri Lanka,LKA,2013,7.989979744,10990.07031,21131762
Sudan,SDN,2013,22.85027313,4555.347656,35990708
Suriname,SUR,2013,49.12350845,20379.87109,563952
Sweden,SWE,2013,80.61399841,48462.16016,9648935
Switzerland,CHE,2013,70.96874237,66877.16406,8088370
Tajikistan,TJK,2013,17.38046837,2767.836914,8136612
Tanzania,TZA,2013,9.989972115,2205.951416,49253648
Thailand,THA,2013,29.62021255,15767.36035,69578600
Timor,TLS,2013,32.41190338,3182.736084,1161558
Togo,TGO,2013,12.38049698,1805.488892,7106238
Trinidad and Tobago,TTO,2013,76.49649811,29247.00977,1440731
Tunisia,TUN,2013,29.63013649,10934.87695,11300284
Turkey,TUR,2013,34.82979202,24117.6582,76576120
Turkmenistan,TKM,2013,51.67638016,11471.18457,5560099
Uganda,UGA,2013,11.25015163,2002.722656,35273568
Ukraine,UKR,2013,55.0500145,13020.60059,45307104
United Arab Emirates,ARE,2013,33.41000748,59920.15234,8751853
United Kingdom,GBR,2013,74.99684143,43271.82813,64302296
United States,USA,2013,116.4481964,56214.42969,319375168
Uruguay,URY,2013,56.50272751,21786.21289,3381187
Uzbekistan,UZB,2013,34.93043137,5781.156738,29963220
Vanuatu,VUT,2013,38.35417175,2975.897949,263547
Vietnam,VNM,2013,54.94024658,5815.175293,90267736
World,OWID_WRL,2013,41.34206772,14824.50781,7250593280
Zambia,ZMB,2013,21.17063713,3399.702393,15234976
Zimbabwe,ZWE,2013,20.78941154,3681.947266,13555420
